Player,Team,From,To,Position,Height,Weight,Birth Date,College,bball_id,draft_year,draft_round,draft_number
Orien Greene,Unknown,2006.0,2011.0,G,6-4,208.0,"February 4, 1982","Florida, Louisiana",greenor01,2005.0,2.0,53.0
Orlando Graham,Unknown,1989.0,1989.0,F,6-8,220.0,"May 5, 1965","West Texas A&M University, Auburn University at Montgomery",grahaor01,1988.0,2.0,40.0
Orlando Johnson,Unknown,2013.0,2016.0,G,6-5,220.0,"March 11, 1989","Loyola Marymount, UC Santa Barbara",johnsor01,2012.0,2.0,36.0
Orlando Robinson,,2023.0,2025.0,F,7-0,235.0,"July 10, 2000",Fresno State,robinor01,,,
Orlando Woolridge,Unknown,1982.0,1994.0,F,6-9,215.0,"December 16, 1959",Notre Dame,woolror01,1981.0,1.0,6.0
Oscar Robertson,Unknown,1961.0,1974.0,G-F,6-5,205.0,"November 24, 1938",Cincinnati,roberos01,1960.0,1.0,1.0
Oscar Tshiebwe,,2024.0,2025.0,F,6-9,260.0,"November 27, 1999","West Virginia, Kentucky",tshieos01,,,
Oshae Brissett,,2020.0,2024.0,F,6-7,210.0,"June 20, 1998",Syracuse,brissos01,,,
Oso Ighodaro,Phoenix Suns,2025.0,2025.0,F,6-10,235.0,"July 14, 2002",Marquette,ighodos01,2024.0,2.0,40.0
Ossie Schectman,,1947.0,1947.0,G,6-0,175.0,"March 30, 1919",Long Island University,schecos01,,,
Othell Wilson,Unknown,1985.0,1987.0,G,6-0,190.0,"October 26, 1961",Virginia,wilsoot01,1984.0,2.0,35.0
Othella Harrington,Unknown,1997.0,2008.0,F-C,6-9,235.0,"January 31, 1974",Georgetown,harriot01,1996.0,1.0,30.0
Othello Hunter,,2009.0,2010.0,F,6-8,225.0,"May 28, 1986",Ohio State,hunteot01,,,
Othyus Jeffers,,2010.0,2014.0,G,6-5,200.0,"August 5, 1985","University of Illinois at Chicago, Robert Morris University (IL)",jeffeot01,,,
Otis Birdsong,Unknown,1978.0,1989.0,G,6-3,190.0,"December 9, 1955",Houston,birdsot01,1977.0,1.0,2.0
Otis Howard,Unknown,1979.0,1979.0,F,6-7,220.0,"November 5, 1956",Austin Peay State University,howarot01,1978.0,2.0,80.0
Otis Smith,Unknown,1987.0,1992.0,G-F,6-5,210.0,"January 30, 1964",Jacksonville University,smithot01,1986.0,2.0,41.0
Otis Thorpe,Unknown,1985.0,2001.0,F-C,6-10,248.0,"August 5, 1962",Providence,thorpot01,1984.0,1.0,9.0
Otto Moore,Unknown,1969.0,1977.0,C-F,6-11,205.0,"August 27, 1946",University of Texas Rio Grande Valley,mooreot01,1968.0,1.0,6.0
Otto Porter Jr.,Unknown,2014.0,2024.0,F,6-8,198.0,"June 3, 1993",Georgetown,porteot01,2013.0,1.0,3.0
Otto Schnellbacher,,1949.0,1949.0,F-G,6-4,185.0,"April 15, 1923",Kansas,schneot01,,,
Ousmane Dieng,Oklahoma City Thunder,2023.0,2025.0,F,6-10,222.0,"May 21, 2003",,diengou01,2022.0,1.0,11.0
Owen Wells,Unknown,1975.0,1975.0,F,6-7,200.0,"December 9, 1950",Detroit Mercy,wellsow01,1974.0,2.0,77.0
Ozell Jones,Unknown,1985.0,1986.0,C-F,6-11,235.0,"November 20, 1960","Wichita State, Cal State Fullerton",jonesoz01,1984.0,2.0,90.0
P.J. Brown,Unknown,1994.0,2008.0,F-C,6-11,225.0,"October 14, 1969",Louisiana Tech,brownpj01,1992.0,1.0,29.0
P.J. Hairston,Unknown,2015.0,2016.0,G-F,6-6,230.0,"December 24, 1992",UNC,hairspj02,2014.0,1.0,26.0
P.J. Tucker,Los Angeles Clippers,2007.0,2024.0,F,6-5,245.0,"May 5, 1985",Texas,tuckepj01,2006.0,2.0,35.0
P.J. Washington,Dallas Mavericks,2020.0,2025.0,F,6-7,230.0,"August 23, 1998",Kentucky,washipj01,2019.0,1.0,12.0
PJ Dozier,,2018.0,2025.0,G,6-6,205.0,"October 25, 1996",South Carolina,doziepj01,,,
PJ Hall,,2025.0,2025.0,F,6-8,245.0,"February 21, 2002",Clemson,hallpj01,,,
Pablo Prigioni,,2013.0,2016.0,G,6-3,185.0,"May 17, 1977",,prigipa01,,,
Pace Mannion,Unknown,1984.0,1989.0,G,6-7,190.0,"September 22, 1960",Utah,mannipa01,1983.0,2.0,43.0
Pacome Dadiet,New York Knicks,2025.0,2025.0,F,6-7,210.0,"July 27, 2005",,dadiepa01,2024.0,1.0,25.0
Paolo Banchero,Orlando Magic,2023.0,2025.0,F,6-10,250.0,"November 12, 2002",Duke,banchpa01,2022.0,1.0,1.0
Pape Sow,Unknown,2005.0,2007.0,F,6-10,250.0,"November 22, 1981",Cal State Fullerton,sowpa01,2004.0,2.0,47.0
Pape Sy,Unknown,2011.0,2011.0,F,6-7,225.0,"April 5, 1988",,sypa01,2010.0,2.0,53.0
Paris Bass,,2022.0,2022.0,F,6-8,200.0,"August 29, 1995",Detroit Mercy,basspa01,,,
Pascal Siakam,Indiana Pacers,2017.0,2025.0,F-C,6-8,230.0,"April 2, 1994",New Mexico State,siakapa01,2016.0,1.0,27.0
Pat Burke,,2003.0,2007.0,C-F,6-11,250.0,"December 14, 1973",Auburn,burkepa01,,,
Pat Connaughton,Milwaukee Bucks,2016.0,2025.0,G,6-5,209.0,"January 6, 1993",Notre Dame,connapa01,2015.0,2.0,41.0
Pat Cummings,Unknown,1980.0,1991.0,F-C,6-9,230.0,"July 11, 1956",Cincinnati,cummipa01,1978.0,2.0,59.0
Pat Dunn,Unknown,1958.0,1958.0,G,6-2,170.0,"March 17, 1931",Utah State University,dunnpa01,1956.0,2.0,44.0
Pat Durham,Unknown,1993.0,1995.0,F,6-7,210.0,"March 10, 1967",Colorado State,durhapa01,1989.0,2.0,35.0
Pat Frink,Unknown,1969.0,1969.0,G,6-4,195.0,"February 18, 1945",Colorado,frinkpa01,1968.0,1.0,27.0
Pat Garrity,Unknown,1999.0,2008.0,F,6-9,238.0,"August 23, 1976",Notre Dame,garripa01,1998.0,1.0,19.0
Pat McFarland,Unknown,1974.0,1976.0,F-G,6-5,185.0,"December 7, 1951",Saint Joseph's,mcfarpa01,1973.0,1.0,28.0
Pat Riley,Unknown,1968.0,1976.0,G-F,6-4,205.0,"March 20, 1945",Kentucky,rileypa01,1967.0,1.0,7.0
Pat Spencer,,2024.0,2025.0,G,6-3,205.0,"July 4, 1996","Loyola (MD), Northwestern",spencpa01,,,
Patricio Garino,,2017.0,2017.0,G-F,6-6,210.0,"May 17, 1993",George Washington,garinpa01,,,
Patrick Baldwin Jr.,Washington Wizards,2023.0,2025.0,G-F,6-9,220.0,"November 18, 2002",UW-Milwaukee,baldwpa01,2022.0,1.0,28.0
Patrick Beverley,Unknown,2013.0,2024.0,G,6-2,180.0,"July 12, 1988",Arkansas,beverpa01,2009.0,2.0,42.0
Patrick Christopher,,2015.0,2015.0,G-F,6-5,209.0,"June 3, 1988",California,chrispa01,,,
Patrick Eddie,,1992.0,1992.0,C,6-11,240.0,"December 27, 1967","Arkansas State University, Ole Miss",eddiepa01,,,
Patrick Ewing,Unknown,1986.0,2002.0,C-F,7-0,240.0,"August 5, 1962",Georgetown,ewingpa01,1985.0,1.0,1.0
Patrick Ewing,Unknown,2011.0,2011.0,F,6-8,235.0,"May 20, 1984","Indiana, Georgetown",ewingpa02,1985.0,1.0,1.0
Patrick McCaw,Unknown,2017.0,2021.0,G,6-7,181.0,"October 25, 1995",UNLV,mccawpa01,2016.0,2.0,38.0
Patrick O'Bryant,Unknown,2007.0,2010.0,C,7-0,260.0,"June 20, 1986",Bradley,obryapa01,2006.0,1.0,9.0
Patrick Patterson,Unknown,2011.0,2021.0,F,6-8,235.0,"March 14, 1989",Kentucky,pattepa01,2010.0,1.0,14.0
Patrick Williams,Chicago Bulls,2021.0,2025.0,F,6-7,215.0,"August 26, 2001",Florida State,willipa01,2020.0,1.0,4.0
Patty Mills,Utah Jazz,2010.0,2025.0,G,6-2,180.0,"August 11, 1988",Saint Mary's,millspa02,2009.0,2.0,55.0
Pau Gasol,Unknown,2002.0,2019.0,C-F,7-0,250.0,"July 6, 1980",,gasolpa01,2001.0,1.0,3.0
Paul Arizin,,1951.0,1962.0,F-G,6-4,190.0,"April 9, 1928",Villanova,arizipa01,,,
Paul Cloyd,,1950.0,1950.0,G-F,6-2,180.0,"June 13, 1920",Wisconsin,cloydpa01,,,
Paul Davis,Unknown,2007.0,2010.0,C,6-11,270.0,"July 21, 1984",Michigan State,davispa01,2006.0,2.0,34.0
Paul Dawkins,Unknown,1980.0,1980.0,F,6-5,190.0,"June 10, 1957",Northern Illinois,dawkipa01,1979.0,2.0,185.0
Paul George,Philadelphia 76ers,2011.0,2025.0,F-G,6-8,220.0,"May 2, 1990",Fresno State,georgpa01,2010.0,1.0,10.0
Paul Gordon,,1950.0,1950.0,F,6-3,185.0,"April 8, 1927",Notre Dame,gordopa01,,,
Paul Graham,,1992.0,1994.0,F-G,6-6,200.0,"November 28, 1967",Ohio University,grahapa01,,,
Paul Grant,Unknown,1999.0,2004.0,C,7-0,245.0,"January 6, 1974","Boston College, Wisconsin",grantpa01,1997.0,1.0,20.0
Paul Griffin,Unknown,1977.0,1983.0,F-C,6-9,205.0,"January 20, 1954",Western Michigan,griffpa01,1976.0,2.0,74.0
Paul Hoffman,Unknown,1948.0,1955.0,G-F,6-2,195.0,"May 5, 1925",Purdue,hoffmpa01,1972.0,2.0,189.0
Paul Hogue,Unknown,1963.0,1964.0,C,6-9,240.0,"April 28, 1940",Cincinnati,hoguedu01,1962.0,1.0,2.0
Paul Huston,,1948.0,1948.0,F,6-3,175.0,"June 2, 1925",Ohio State,hustopa01,,,
Paul Long,Unknown,1968.0,1971.0,G,6-2,180.0,"February 8, 1944","Virginia Tech, Wake Forest",longpa01,1966.0,2.0,106.0
Paul McCracken,,1973.0,1977.0,G,6-4,180.0,"September 11, 1950",Cal State Northridge,mccrapa01,,,
Paul McPherson,,2001.0,2001.0,G,6-4,210.0,"July 3, 1978",DePaul,mcphepa01,,,
Paul Millsap,Unknown,2007.0,2022.0,F,6-7,257.0,"February 10, 1985",Louisiana Tech,millspa01,2006.0,2.0,47.0
Paul Mokeski,Unknown,1980.0,1991.0,C-F,7-0,250.0,"January 3, 1957",Kansas,mokespa01,1979.0,2.0,42.0
Paul Napolitano,,1949.0,1949.0,F-G,6-2,185.0,"February 3, 1923",San Francisco,napolpa01,,,
Paul Neumann,Unknown,1962.0,1967.0,G,6-1,175.0,"January 30, 1938",Stanford,neumapa01,1959.0,1.0,29.0
Paul Noel,,1948.0,1952.0,F,6-4,185.0,"August 17, 1924",Kentucky,noelpa01,,,
Paul Nolen,,1954.0,1954.0,C,6-10,,"September 3, 1929",Texas Tech,nolenpa01,,,
Paul Pierce,Unknown,1999.0,2017.0,F-G,6-7,235.0,"October 13, 1977",Kansas,piercpa01,1998.0,1.0,10.0
Paul Pressey,Unknown,1983.0,1993.0,G-F,6-5,185.0,"December 24, 1958","Western Texas College, Tulsa",presspa01,1982.0,1.0,20.0
Paul Reed,Detroit Pistons,2021.0,2025.0,F,6-9,210.0,"June 14, 1999",DePaul,reedpa01,2020.0,2.0,58.0
Paul Ruffner,Unknown,1971.0,1976.0,C-F,6-10,225.0,"October 15, 1948","Cerritos College, BYU",ruffnpa01,1970.0,1.0,28.0
Paul Scranton,,1968.0,1968.0,F,6-5,230.0,"April 30, 1944",Cal Poly Pomona,scranpa01,,,
Paul Seymour,,1948.0,1960.0,G-F,6-1,180.0,"January 30, 1928",Toledo,seymopa01,,,
Paul Shirley,,2003.0,2005.0,F-C,6-10,230.0,"December 23, 1977",Iowa State,shirlpa01,,,
Paul Silas,Unknown,1965.0,1980.0,F-C,6-7,220.0,"July 12, 1943",Creighton,silaspa01,1964.0,1.0,12.0
Paul Stovall,Unknown,1973.0,1974.0,F,6-4,215.0,"August 16, 1948","Pratt Community College, Arizona State",stovapa01,1972.0,1.0,22.0
Paul Thompson,Unknown,1984.0,1986.0,G-F,6-6,210.0,"May 25, 1961",Tulane,thomppa01,1983.0,2.0,50.0
Paul Walther,,1950.0,1955.0,G-F,6-2,160.0,"March 23, 1927",Tennessee,walthpa01,,,
Paul Watson,,2020.0,2022.0,G,6-6,210.0,"December 30, 1994",Fresno State,watsopa01,,,
Paul Westphal,Unknown,1973.0,1984.0,G,6-4,195.0,"November 30, 1950",USC,westppa01,1972.0,1.0,10.0
Paul Zipser,Unknown,2017.0,2018.0,G-F,6-8,215.0,"February 18, 1994",,zipsepa01,2016.0,2.0,48.0
Pavel Podkolzin,Unknown,2005.0,2006.0,C,7-5,260.0,"January 15, 1985",,podkopa01,2004.0,1.0,21.0
Payton Pritchard,Boston Celtics,2021.0,2025.0,G,6-1,195.0,"January 28, 1998",Oregon,pritcpa01,2020.0,1.0,26.0
Pearl Washington,Unknown,1987.0,1989.0,G,6-2,190.0,"January 6, 1964",Syracuse,washipe01,1986.0,1.0,13.0
Peja Stojaković,,1999.0,2011.0,F,6-10,229.0,"June 9, 1977",,stojape01,,,
Pelle Larsson,Miami Heat,2025.0,2025.0,G,6-5,215.0,"February 23, 2001","Utah, Arizona",larsspe01,2024.0,2.0,44.0
Penny Early,,1969.0,1969.0,G,5-3,114.0,"May 30, 1943",,earlype01,,,
Pep Saul,,1950.0,1955.0,G-F,6-2,185.0,"February 16, 1924",Seton Hall,saulpe01,,,
Pepe Sánchez,,2001.0,2003.0,G,6-4,195.0,"May 8, 1977",Temple,sanchpe01,,,
Pero Antić,,2014.0,2015.0,C-F,6-11,260.0,"July 29, 1982",,anticpe01,,,
Perry Jones,Unknown,2013.0,2015.0,F,6-11,235.0,"September 24, 1991",Baylor,jonespe01,2012.0,1.0,28.0
Perry Moss,Unknown,1986.0,1987.0,G,6-2,185.0,"November 11, 1958",Northeastern University,mosspe01,1982.0,2.0,69.0
Perry Warbington,Unknown,1975.0,1975.0,G,6-2,165.0,"September 7, 1952",Georgia Southern University,warbipe01,1974.0,2.0,145.0
Perry Young,Unknown,1987.0,1987.0,G,6-5,210.0,"August 4, 1963",Virginia Tech,youngpe01,1985.0,2.0,61.0
Pervis Ellison,Unknown,1990.0,2001.0,F-C,6-9,210.0,"April 3, 1967",Louisville,ellispe01,1989.0,1.0,1.0
Pete Brennan,Unknown,1959.0,1959.0,F,6-6,205.0,"September 23, 1936",UNC,brennpe01,1958.0,1.0,4.0
Pete Chilcutt,Unknown,1992.0,2000.0,F-C,6-10,230.0,"September 14, 1968",UNC,chilcpe01,1991.0,1.0,27.0
Pete Cross,Unknown,1971.0,1973.0,C-F,6-9,230.0,"March 28, 1948",San Francisco,crosspe01,1970.0,1.0,23.0
Pete Darcey,,1953.0,1953.0,C,6-7,217.0,"March 3, 1930",Oklahoma State,darcepe01,,,
Pete Lalich,,1947.0,1947.0,F,6-2,190.0,"June 23, 1920",Ohio University,lalicpe01,,,
Pete Maravich,Unknown,1971.0,1980.0,G,6-5,197.0,"June 22, 1947",LSU,maravpe01,1970.0,1.0,3.0
Pete Myers,Unknown,1987.0,1998.0,G-F,6-6,180.0,"September 15, 1963",Little Rock,myerspe01,1986.0,2.0,120.0
Pete Nance,,2024.0,2025.0,F,6-11,230.0,"February 19, 2000","Northwestern, UNC",nancepe01,,,
Pete Smith,Unknown,1973.0,1973.0,F,6-6,205.0,,Valdosta State University,smithpe01,1971.0,2.0,197.0
Pete Verhoeven,Unknown,1982.0,1987.0,F,6-9,215.0,"February 15, 1959",Fresno State,verhope01,1981.0,2.0,85.0
Pete Williams,Unknown,1986.0,1987.0,F,6-7,190.0,"March 10, 1965",Arizona,willipe01,1985.0,2.0,89.0
Peter Aluma,,1999.0,1999.0,C,6-10,260.0,"April 23, 1973",Liberty,alumape01,,,
Peter John Ramos,Unknown,2005.0,2005.0,C,7-3,275.0,"May 13, 1985",,ramospe01,2004.0,2.0,32.0
Peter Thibeaux,Unknown,1985.0,1986.0,F,6-7,210.0,"October 3, 1961",Saint Mary's,thibepe01,1983.0,2.0,77.0
Petey Rosenberg,,1947.0,1947.0,G,5-10,165.0,"April 7, 1918",Saint Joseph's,rosenpe01,,,
Petr Cornelie,Unknown,2022.0,2022.0,F,6-11,220.0,"July 26, 1995",,cornepe01,2016.0,2.0,53.0
Peyton Siva,Unknown,2014.0,2014.0,G,6-0,185.0,"October 24, 1990",Louisville,sivape01,2013.0,2.0,56.0
Peyton Watson,Denver Nuggets,2023.0,2025.0,G-F,6-8,200.0,"September 11, 2002",UCLA,watsope01,2022.0,1.0,30.0
Phil Bond,Unknown,1978.0,1978.0,G,6-2,175.0,"July 27, 1954",Louisville,bondph01,1977.0,2.0,62.0
Phil Chenier,,1972.0,1981.0,G,6-3,180.0,"October 30, 1950",California,cheniph01,,,
Phil Farbman,,1949.0,1949.0,F,6-1,185.0,"April 3, 1924",City College of New York,farbmph01,,,
Phil Ford,Unknown,1979.0,1985.0,G,6-2,175.0,"February 9, 1956",UNC,fordph01,1978.0,1.0,2.0
Phil Hankinson,Unknown,1974.0,1975.0,F,6-8,195.0,"July 26, 1951",Penn,hankiph01,1973.0,2.0,35.0
Phil Hicks,Unknown,1977.0,1979.0,F,6-7,205.0,"January 31, 1953",Tulane,hicksph01,1975.0,2.0,61.0
Phil Hubbard,Unknown,1980.0,1989.0,F-C,6-8,215.0,"December 13, 1956",Michigan,hubbaph01,1979.0,1.0,15.0
Phil Jackson,Unknown,1968.0,1980.0,F-C,6-8,220.0,"September 17, 1945",University of North Dakota,jacksph01,1967.0,1.0,17.0
Phil Jordon,Unknown,1957.0,1963.0,C-F,6-10,205.0,"September 12, 1933",Whitworth,jordoph01,1956.0,2.0,43.0
Phil Lumpkin,Unknown,1975.0,1976.0,G,6-0,165.0,"December 20, 1951",Miami University,lumpkph01,1974.0,2.0,34.0
Phil Martin,,1955.0,1955.0,G,6-3,190.0,"April 2, 1928",Toledo,martiph01,,,
Phil Pressey,,2014.0,2016.0,G,5-11,175.0,"February 17, 1991",Missouri,pressph01,,,
Phil Rollins,Unknown,1959.0,1961.0,G,6-2,185.0,"January 19, 1934",Louisville,rolliph01,1956.0,1.0,16.0
Phil Sellers,Unknown,1977.0,1977.0,F-G,6-4,195.0,"November 20, 1953",Rutgers University,selleph01,1976.0,2.0,38.0
Phil Smith,Unknown,1975.0,1983.0,G,6-4,185.0,"April 22, 1952",San Francisco,smithph01,1974.0,1.0,29.0
Phil Wagner,Unknown,1969.0,1969.0,G,6-2,190.0,"December 18, 1945",Georgia Tech,wagneph01,1968.0,2.0,75.0
Phil Walker,Unknown,1978.0,1978.0,G,6-3,180.0,"March 20, 1956",Millersville,walkeph01,1976.0,2.0,117.0
Phil Zevenbergen,Unknown,1988.0,1988.0,C,6-10,230.0,"April 13, 1964","Seattle Pacific University, Washington",zevenph01,1987.0,2.0,50.0
Pickles Kennedy,Unknown,1961.0,1961.0,G,5-11,180.0,"May 17, 1938",Temple,kennepi01,1960.0,1.0,15.0
Pierre Jackson,Unknown,2017.0,2017.0,G,5-10,180.0,"August 29, 1991",Baylor,jackspi01,2013.0,2.0,42.0
Pierre Russell,Unknown,1972.0,1973.0,F-G,6-4,190.0,"December 13, 1949",Kansas,russepi01,1971.0,2.0,207.0
Plummer Lott,Unknown,1968.0,1969.0,F-G,6-5,210.0,"December 11, 1945",Seattle University,lottpl01,1967.0,2.0,54.0
Pooh Richardson,Unknown,1990.0,1999.0,G,6-1,180.0,"May 14, 1966",UCLA,richapo01,1989.0,1.0,10.0
Pop Goodwin,,1947.0,1948.0,F-C,6-2,203.0,"December 22, 1920",,goodwpo01,,,
Popeye Jones,Unknown,1994.0,2004.0,F,6-8,250.0,"June 17, 1970",Murray State,jonespo01,1992.0,2.0,41.0
Pops Mensah-Bonsu,,2007.0,2011.0,F,6-9,240.0,"September 7, 1983",George Washington,mensapo01,,,
Porter Meriwether,Unknown,1963.0,1963.0,G,6-2,180.0,"March 16, 1940",Tennessee State,meriwpo01,1962.0,1.0,23.0
Precious Achiuwa,New York Knicks,2021.0,2025.0,F,6-8,225.0,"September 19, 1999",Memphis,achiupr01,2020.0,1.0,20.0
Predrag Drobnjak,Unknown,2002.0,2005.0,C,6-11,270.0,"October 27, 1975",,drobnpr01,1997.0,2.0,49.0
Predrag Savović,,2003.0,2003.0,G,6-6,225.0,"May 21, 1976","UAB, Hawaii",savovpr01,,,
Press Maravich,,1947.0,1947.0,G,6-0,185.0,"August 29, 1915",Davis & Elkins College,maravpr01,,,
Price Brookfield,,1949.0,1950.0,F-G,6-4,185.0,"May 11, 1920",West Texas A&M University,brookpr01,,,
Priest Lauderdale,Unknown,1997.0,1998.0,C,7-4,325.0,"August 31, 1973",Central State University,laudepr01,1996.0,1.0,28.0
Primož Brezec,,2002.0,2010.0,C,7-2,252.0,"October 2, 1979",,brezepr01,,,
Purvis Short,Unknown,1979.0,1990.0,F-G,6-7,210.0,"July 2, 1957",Jackson State University,shortpu01,1978.0,1.0,5.0
Pétur Guðmundsson,,1982.0,1989.0,C,7-2,260.0,"October 30, 1958",Washington,gudmupe01,,,
Quentin Grimes,Dallas Mavericks,2022.0,2025.0,G,6-5,205.0,"May 8, 2000","Kansas, Houston",grimequ01,2021.0,1.0,25.0
Quentin Richardson,Unknown,2001.0,2013.0,G-F,6-6,223.0,"April 13, 1980",DePaul,richaqu01,2000.0,1.0,18.0
Quenton Jackson,,2023.0,2025.0,G,6-5,175.0,"September 15, 1998",Texas A&M,jacksqu01,,,
Quincy Acy,Unknown,2013.0,2019.0,F-C,6-7,240.0,"October 6, 1990",Baylor,acyqu01,2012.0,2.0,37.0
Quincy Douby,Unknown,2007.0,2009.0,G,6-3,175.0,"May 16, 1984",Rutgers University,doubyqu01,2006.0,1.0,19.0
Quincy Lewis,Unknown,2000.0,2004.0,F,6-7,215.0,"June 26, 1977",Minnesota,lewisqu01,1999.0,1.0,19.0
Quincy Miller,Unknown,2013.0,2015.0,F,6-9,210.0,"November 18, 1992",Baylor,millequ01,2012.0,2.0,38.0
Quincy Olivari,,2025.0,2025.0,G,6-3,198.0,"May 27, 2001","Rice University, Xavier",olivaqu01,,,
Quincy Pondexter,Unknown,2011.0,2019.0,G-F,6-7,230.0,"March 10, 1988",Washington,pondequ01,2010.0,1.0,26.0
Quinn Buckner,Unknown,1977.0,1986.0,G,6-3,190.0,"August 20, 1954",Indiana,bucknqu01,1976.0,1.0,7.0
Quinn Cook,,2017.0,2021.0,G,6-1,180.0,"March 23, 1993",Duke,cookqu01,,,
Quinndary Weatherspoon,Unknown,2020.0,2022.0,G,6-3,205.0,"September 10, 1996",Mississippi State,weathqu01,2019.0,2.0,49.0
Quinten Post,Golden State Warriors,2025.0,2025.0,F,7-0,238.0,"March 21, 2000","Mississippi State, Boston College",postqu01,2024.0,2.0,52.0
Quintin Dailey,Unknown,1983.0,1992.0,G,6-3,180.0,"January 22, 1961",San Francisco,dailequ01,1982.0,1.0,7.0
Quinton Ross,,2005.0,2011.0,G,6-6,195.0,"April 30, 1981",SMU,rossqu01,,,
Qyntel Woods,Unknown,2003.0,2006.0,F,6-8,221.0,"February 16, 1981",Northeast Mississippi Community College,woodsqy01,2002.0,1.0,21.0
R.B. Lynam,Unknown,1968.0,1968.0,G,6-1,190.0,,Oklahoma Baptist University,lynamrb01,1966.0,2.0,95.0
R.J. Hampton,Unknown,2021.0,2024.0,G,6-4,175.0,"February 7, 2001",,hamptrj01,2020.0,1.0,24.0
R.J. Hunter,Unknown,2016.0,2019.0,G,6-5,185.0,"October 24, 1993",Georgia State University,hunterj01,2015.0,1.0,28.0
RJ Barrett,Toronto Raptors,2020.0,2025.0,G-F,6-6,214.0,"June 14, 2000",Duke,barrerj01,2019.0,1.0,3.0
RJ Nembhard Jr.,,2022.0,2022.0,G,6-5,200.0,"March 22, 1999",TCU,nembhrj01,,,
Radisav Ćurčić,,1993.0,1993.0,C,6-10,275.0,"September 26, 1965",,curcira01,,,
Raef LaFrentz,Unknown,1999.0,2008.0,F-C,6-11,240.0,"May 29, 1976",Kansas,lafrera01,1998.0,1.0,3.0
Rafael Addison,Unknown,1987.0,1997.0,F-G,6-7,215.0,"July 22, 1964",Syracuse,addisra01,1986.0,2.0,39.0
Rafael Araújo,,2005.0,2007.0,C,6-11,280.0,"August 12, 1980",BYU,araujra01,,,
Rafer Alston,Unknown,2000.0,2010.0,G,6-2,171.0,"July 24, 1976",Fresno State,alstora01,1998.0,2.0,39.0
RaiQuan Gray,Unknown,2023.0,2024.0,F,6-8,260.0,"July 7, 1999",Florida State,grayra01,2021.0,2.0,59.0
Raja Bell,,2001.0,2012.0,G,6-5,204.0,"September 19, 1976","Boston University, Florida International University",bellra01,,,
Rajon Rondo,Unknown,2007.0,2022.0,G,6-1,180.0,"February 22, 1986",Kentucky,rondora01,2006.0,1.0,21.0
Rakeem Christmas,Unknown,2016.0,2017.0,F,6-9,250.0,"December 1, 1991",Syracuse,chrisra01,2015.0,2.0,36.0
Ralph Beard,,1950.0,1951.0,G,5-10,175.0,"December 2, 1927",Kentucky,beardra01,,,
Ralph Davis,Unknown,1961.0,1962.0,G,6-4,180.0,"September 7, 1938",Cincinnati,davisra01,1960.0,1.0,17.0
Ralph Drollinger,Unknown,1981.0,1981.0,C,7-2,250.0,"April 20, 1954",UCLA,drollra01,1976.0,2.0,121.0
Ralph Hamilton,,1949.0,1949.0,G-F,6-1,188.0,"June 10, 1921",Indiana,hamilra01,,,
Ralph Jackson,Unknown,1985.0,1985.0,G,6-2,190.0,"October 26, 1962",UCLA,jacksra01,1984.0,2.0,71.0
Ralph Johnson,,1950.0,1953.0,G,5-11,170.0,"December 6, 1921",Huntington University,johnsra01,,,
Ralph Kaplowitz,,1947.0,1948.0,G-F,6-2,170.0,"May 18, 1919",NYU,kaplora01,,,
Ralph Lewis,Unknown,1988.0,1990.0,F-G,6-6,200.0,"March 28, 1963",La Salle,lewisra01,1985.0,2.0,139.0
Ralph O'Brien,,1952.0,1953.0,G,5-9,160.0,"April 8, 1928",Butler,obriera01,,,
Ralph Ogden,Unknown,1971.0,1971.0,F,6-5,205.0,"January 25, 1948",Santa Clara,ogdenra01,1970.0,2.0,53.0
Ralph Polson,,1953.0,1953.0,F-C,6-7,200.0,"October 26, 1929",Whitworth,polsora01,,,
Ralph Sampson,Unknown,1984.0,1992.0,C-F,7-4,228.0,"July 7, 1960",Virginia,sampsra01,1983.0,1.0,1.0
Ralph Siewert,,1947.0,1947.0,C,7-1,230.0,"December 31, 1923",Dakota Wesleyan University,siewera01,,,
Ralph Simpson,Unknown,1971.0,1980.0,G-F,6-5,200.0,"August 10, 1949",Michigan State,simpsra01,1972.0,1.0,11.0
Ralph Wells,,1963.0,1963.0,G,6-1,180.0,"September 3, 1940",Northwestern,wellsra01,,,
Ramon Sessions,Unknown,2008.0,2018.0,G,6-3,190.0,"April 11, 1986",Nevada,sessira01,2007.0,2.0,56.0
Ramón Rivas,,1989.0,1989.0,F-C,6-10,260.0,"June 3, 1966",Temple,rivasra01,,,
Randell Jackson,,1999.0,2000.0,F,6-11,215.0,"January 16, 1976",Florida State,jacksra02,,,
Randolph Childress,Unknown,1996.0,1997.0,G,6-2,188.0,"September 21, 1972",Wake Forest,childra01,1995.0,1.0,19.0
Randolph Keys,Unknown,1989.0,1996.0,F-G,6-7,195.0,"April 19, 1966",Southern Miss,keysra01,1988.0,1.0,22.0
Randolph Morris,,2007.0,2010.0,C,6-10,266.0,"January 2, 1986",Kentucky,morrira01,,,
Randy Allen,Unknown,1989.0,1990.0,F,6-8,220.0,"January 26, 1965",Florida State,allenra01,1974.0,2.0,58.0
Randy Breuer,Unknown,1984.0,1994.0,C,7-3,230.0,"October 11, 1960",Minnesota,breuera01,1983.0,1.0,18.0
